,property_sub_type_en,property_usage_en,reg_type_en,area_name_en,transaction_id,trans_group_en,procedure_name_en,project_name_en,master_project_en,nearest_landmark_en,nearest_metro_en,nearest_mall_en,rooms_en,has_parking,procedure_area,actual_worth,meter_sale_price,rent_value,meter_rent_price,building_name_en,property_type_en,instance_date
103,Villa,Residential,Existing Properties,Al Hebiah First,1-110-2021-325,Sales,Lease to Own Registration,CASA FLORES AND EDEN APARTMENTS,Motor City,Motor City,Dubai Internet City,Mall of the Emirates,3 B/R,0,239.65,2305200.0,9619.03,,,,Villa,29-09-2021
104,Office,Commercial,Existing Properties,Business Bay,1-11-2023-14613,Sales,Sell,CHURCHILL TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,57.6,735000.0,12760.42,,,Churchill Tower 1-Commercial,Unit,16-05-2023
105,Villa,Residential,Existing Properties,Al Barsha South Fourth,1-11-2023-21878,Sales,Sell,SHAMAL TERRACES 2,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,3 B/R,0,217.05,2100000.0,9675.19,,,,Villa,12-07-2023
106,Flat,Residential,Off-Plan Properties,Al Merkadh,1-102-2023-54941,Sales,Sell - Pre registration,Azizi Riviera 29,,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,3 B/R,1,86.1,1219680.0,14165.85,,,Azizi Riviera 29,Unit,19-10-2023
107,Flat,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-102-2023-62174,Sales,Sell - Pre registration,Golf Residences by Fortimo,DUBAI HILLS,Global Village,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,82.75,1344777.0,16251.08,,,Golf Residences by Fortimo,Unit,23-11-2023
108,,Commercial,Existing Properties,Al Muteena,1-11-2005-152,Sales,Sell,,,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,,0,463.86,2200000.0,4742.81,,,,Building,12-01-2005
109,Flat,Residential,Existing Properties,Jabal Ali First,1-110-2009-201728,Sales,Lease to Own Registration,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,89.0,718230.0,8070.0,,,MED 90,Unit,02-09-2009
110,Office,Commercial,Existing Properties,Al Thanyah Fifth,1-11-2012-16123,Sales,Sell,INIGO ICON,Jumeirah Lakes Towers,Sports City Swimming Academy,Marina Mall Metro Station,Marina Mall,Office,1,159.13,1660220.0,10433.11,,,Indigo Icon,Unit,10-09-2012
111,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2012-26864,Sales,Sell,SILVERENE,Dubai Marina,Burj Al Arab,Jumeirah Lakes Towers,Marina Mall,Studio,1,48.49,650000.0,13404.83,,,Silverene Towers B,Unit,13-02-2013
112,Flat,Residential,Existing Properties,Burj Khalifa,2-110-2013-2381,Mortgages,Lease to Own Registration,DD STAND POINT,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,1 B/R,1,73.02,1544822.0,21156.15,1544822.0,21156.15,BD Standpoint A,Unit,23-12-2013
113,Flat,Residential,Existing Properties,Wadi Al Safa 2,1-11-2015-3811,Sales,Sell,QPOINT LIWAN-PLOT R095,Liwan,IMG World Adventures,,,1 B/R,1,55.05,411946.0,7483.12,,,Mazaya 22,Unit,02-03-2015
114,Office,Commercial,Existing Properties,Business Bay,1-11-2014-25347,Sales,Sell,BURLINGTON TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,48.48,698396.0,14405.86,,,BURLINGTON TOWER,Unit,20-11-2014
115,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2019-10275,Sales,Sell,ALSEEF I,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,3 B/R,1,165.08,1250000.0,7572.09,,,AL SEEF 1,Unit,11-11-2019
116,,Commercial,Existing Properties,Abu Hail,1-11-2020-4754,Sales,Sell,,,Dubai International Airport,Abu Baker Al Siddique Metro Station,,,0,222.97,1200000.0,5381.89,,,,Villa,29-06-2020
117,Villa,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-41-2021-3130,Sales,Delayed Sell,Club Villas at Dubai Hills,DUBAI HILLS - CLUB VILLAS,IMG World Adventures,Noor Bank Metro Station,Mall of the Emirates,3 B/R,0,310.46,4104931.0,13222.09,,,,Villa,29-03-2021
118,Flat,Residential,Existing Properties,Al Hebiah Fourth,2-13-2020-10139,Mortgages,Mortgage Registration,HUB CANAL 2 TOWER,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,95.11,280000.0,2943.96,,,Hub Canal 2,Unit,15-12-2020
119,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,1-102-2021-15074,Sales,Sell - Pre registration,SEVEN CITY JLT,Jumeirah Islands,Burj Al Arab,Damac Properties,Marina Mall,1 B/R,1,71.98,759949.0,10557.78,,,Seven City JLT,Unit,06-09-2021
120,Flat,Residential,Existing Properties,Al Jadaf,1-41-2016-2996,Sales,Delayed Sell,PALAZZO VERSACE,Culture Village,Dubai International Airport,Al Jadaf Metro Station,City Centre Mirdif,3 B/R,1,453.27,15500000.0,34195.95,,,PALAZZO VERSACE,Unit,02-03-2022
121,Flat,Residential,Off-Plan Properties,Al Hebiah Second,1-102-2023-17399,Sales,Sell - Pre registration,Samana Mykonos,Dubai Studio City,Motor City,,,Studio,1,38.58,717627.0,18601.03,,,Samana Mykonos,Unit,10-04-2023
122,Flat,Residential,Off-Plan Properties,Al Thanyah Fifth,1-102-2023-34088,Sales,Sell - Pre registration,Viewz 2 By Danube,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,2 B/R,1,106.99,2338000.0,21852.51,,,Viewz 2 By Danube,Unit,18-07-2023
123,Flat,Residential,Existing Properties,Al Hebiah First,1-41-2011-610,Sales,Delayed Sell,,Motor City,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,2 B/R,1,134.9,726000.0,5381.76,,,WIDCOMBE HOUSE 2,Unit,08-02-2011
124,Flat,Residential,Existing Properties,Al Warsan First,1-11-2012-808,Sales,Sell,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,43.0,175000.0,4069.77,,,T-02,Unit,23-01-2012
125,,Residential,Existing Properties,Mankhool,2-13-1998-109,Mortgages,Mortgage Registration,,,Burj Khalifa,ADCB Metro Station,Dubai Mall,,0,4830.96,10000000.0,2069.98,,,,Building,16-12-1998
126,,Commercial,Existing Properties,Palm Jumeirah,1-11-2007-3831,Sales,Sell,,Palm Jumeirah,Burj Al Arab,Mina Seyahi,Marina Mall,,0,622.45,2600000.0,4177.04,,,,Villa,17-12-2007
127,Office,Commercial,Existing Properties,Business Bay,1-11-2012-15140,Sales,Sell,XL TOWER,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Office,1,78.97,488750.0,6189.06,,,XL Tower,Unit,16-08-2012
128,Villa,Residential,Existing Properties,Dubai Investment Park First,2-39-2013-59,Mortgages,Development Mortgage,,Dubai Investment Park First,Expo 2020 Site,DANUBE Metro Station,Ibn-e-Battuta Mall,4 B/R,0,995.84,2175000.0,2184.09,,,,Villa,15-04-2013
129,Flat,Residential,Existing Properties,Al Barsha South Fourth,2-110-2013-1581,Mortgages,Lease to Own Registration,PARK CORNER,Jumeirah Village Circle,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,1 B/R,1,68.93,456981.0,6629.64,456981.0,6629.64,Park Corner,Unit,30-07-2013
130,Office,Commercial,Existing Properties,Al Thanyah Fifth,1-11-2013-24600,Sales,Sell,THE DOME TOWER,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,206.18,1582000.0,7672.91,,,The Dome,Unit,19-08-2013
131,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2014-11802,Sales,Sell,,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,2 B/R,1,205.32,3700000.0,18020.65,,,Rimal 3,Unit,30-04-2014
132,Flat,Residential,Existing Properties,Nadd Hessa,1-133-2014-1318,Sales,Development Registration,SILICON GATE 1,Silicon Oasis,IMG World Adventures,,,1 B/R,1,78.23,808605.0,10336.25,,,SILICON GATES 1,Unit,21-08-2014
133,Flat,Residential,Existing Properties,Al Thanyah Third,1-11-2018-5741,Sales,Sell,,The Greens,Burj Al Arab,Nakheel Metro Station,Marina Mall,2 B/R,1,130.44,2050000.0,15716.04,,,The Fairways East Tower,Unit,31-05-2018
134,Flat,Residential,Existing Properties,Al Hebiah Fourth,1-11-2022-3004,Sales,Sell,HAMZA TOWER,Dubai Sports City,Sports City Swimming Academy,Nakheel Metro Station,Marina Mall,2 B/R,1,107.74,630000.0,5847.41,,,HAMZA TOWER,Unit,17-02-2022
135,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,1-102-2022-2654,Sales,Sell - Pre registration,Binghatti Rose,Jumeirah Village Circle,,,,1 B/R,1,61.23,550000.0,8982.52,,,Binghatti Rose,Unit,31-01-2022
136,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2024-21885,Sales,Sell,,Jumeriah Beach Residence  - JBR,Burj Al Arab,Jumeirah Beach Residency,Marina Mall,Studio,1,70.48,1100000.0,15607.26,,,Rimal 2,Unit,13-06-2024
137,Flat,Residential,Existing Properties,Wadi Al Safa 5,1-11-2024-18595,Sales,Sell,BLUE WAVE,Residential Complex,IMG World Adventures,,,Studio,1,37.83,420000.0,11102.3,,,Blue Wave,Unit,27-05-2024
138,Flat,Residential,Existing Properties,Jabal Ali First,2-110-2010-132,Mortgages,Lease to Own Registration,,Discovery Gardens,Sports City Swimming Academy,Harbour Tower,Ibn-e-Battuta Mall,1 B/R,0,90.0,673300.0,7481.11,673300.0,7481.11,MED 106,Unit,16-02-2010
139,Flat,Residential,Existing Properties,Al Thanyah First,1-11-2012-21137,Sales,Sell,MADISON RESIDENCY,TECOM Site C,Burj Al Arab,Dubai Internet City,Mall of the Emirates,Studio,1,60.68,460000.0,7580.75,,,Madison Residency,Unit,06-11-2012
140,Flat,Residential,Existing Properties,Nadd Hessa,1-133-2013-649,Sales,Development Registration,,Silicon Oasis,,,,1 B/R,1,78.12,450000.0,5760.37,,,UNIVERSITY VIEW - A,Unit,21-05-2013
141,Flat,Residential,Existing Properties,Palm Jumeirah,2-13-2015-4064,Mortgages,Mortgage Registration,,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,1 B/R,1,106.34,1209000.0,11369.19,,,Al Shahla,Unit,04-06-2015
142,Flat,Residential,Off-Plan Properties,Al Goze Fourth,1-102-2016-15539,Sales,Sell - Pre registration,AL KHAIL HEIGHTS,,Downtown Dubai,Noor Bank Metro Station,Dubai Mall,1 B/R,1,113.89,827490.0,7265.7,,,AL KHAIL HEIGHTS 7A-7B,Unit,07-12-2016
143,Flat,Residential,Existing Properties,Al Khairan First,1-41-2021-13434,Sales,Delayed Sell,The Cove,The Lagoons,Dubai International Airport,Creek Metro Station,Dubai Mall,3 B/R,1,175.66,4270888.0,24313.38,,,THE COVE Building 2,Unit,09-12-2021
144,Flat,Residential,Existing Properties,Zaabeel Second,1-41-2023-24423,Sales,Delayed Sell,Downtown Views II,,Burj Khalifa,Financial Centre,Dubai Mall,2 B/R,1,149.48,2896536.0,19377.42,,,Downtown Views II T2,Unit,05-12-2023
145,,Residential,Existing Properties,Jumeirah Third,3-9-2007-163,Gifts,Grant,,,Burj Khalifa,Noor Bank Metro Station,Dubai Mall,,0,8297.4,53000000.0,6387.54,,,,Villa,29-10-2007
146,,Residential,Existing Properties,Al Saffa Second,2-13-2008-1185,Mortgages,Mortgage Registration,,,Burj Al Arab,Noor Bank Metro Station,Mall of the Emirates,,0,2422.17,4071000.0,1680.72,,,,Villa,09-06-2008
147,,Residential,Existing Properties,Nad Al Hamar,2-14-2008-446,Mortgages,Modify Mortgage,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,1393.55,500000.0,358.8,,,,Villa,09-09-2008
148,Shop,Commercial,Existing Properties,Al Warsan First,1-11-2009-215950,Sales,Sell,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,,0,43.0,325500.0,7569.77,,,Q-08,Unit,20-08-2009
149,,Residential,Existing Properties,Al Hebiah Third,1-11-2015-6377,Sales,Sell,MUDON,Mudon,,,,,0,388.7,2990000.0,7692.31,,,,Land,20-04-2015
150,Flat,Residential,Existing Properties,Dubai Investment Park Second,1-45-2019-142,Sales,Sell Development,CENTURION RESIDENCE,Dubai Investment Park Second,Sports City Swimming Academy,,,2 B/R,1,152.48,750000.0,4918.68,,,CENTURION RESIDENCE - TOWER 1,Unit,25-03-2019
151,Flat,Residential,Off-Plan Properties,Al Khairan First,1-102-2019-9690,Sales,Sell - Pre registration,Palace Residences - Dubai Creek Harbour,The Lagoons,Dubai International Airport,Creek Metro Station,City Centre Mirdif,1 B/R,1,65.91,1056888.0,16035.32,,,Palace Residences,Unit,01-07-2019
152,Flat,Residential,Existing Properties,Marsa Dubai,1-110-2021-237,Sales,Lease to Own Registration,TRIDENT GRAND,Dubai Marina,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,2 B/R,1,136.94,1720000.0,12560.25,,,TRIDENT GRAND RESIDENCE,Unit,07-07-2021
153,,Commercial,Existing Properties,Al Jadaf,3-9-2022-508,Gifts,Grant,,Sama Al Jadaf,Burj Khalifa,Healthcare City Metro Station,Dubai Mall,,0,3985.45,131760000.0,33060.26,,,,Building,09-03-2022
154,Flat,Residential,Existing Properties,Palm Jumeirah,1-11-2023-21416,Sales,Sell,THE 8,Palm Jumeirah,Burj Al Arab,Mina Seyahi,Marina Mall,2 B/R,1,124.22,4250000.0,34213.49,,,THE 8,Unit,07-07-2023
155,,Residential,Existing Properties,Al Hebiah Third,3-219-2023-301,Gifts,Grant on Delayed Sell,DAMAC HILLS-PARK RESIDENCES 4,DAMAC HILLS,Motor City,,,,0,90.0,1000000.0,11111.11,,,,Land,18-08-2023
156,Villa,Residential,Existing Properties,Wadi Al Safa 7,1-41-2024-6983,Sales,Delayed Sell,SERENA BELLA CASA,800 Villas,Hamdan Sports Complex,,,3 B/R,0,272.6,2700000.0,9904.62,,,,Villa,15-04-2024
157,,Commercial,Existing Properties,Al Thanayah Fourth,1-11-2008-5675,Sales,Sell,,Meadows 6,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,1244.25,3285888.0,2640.86,,,,Villa,13-11-2008
158,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2009-219848,Sales,Sell,,Dubai Marina,Burj Al Arab,Dubai Marina,Marina Mall,2 B/R,1,172.34,1900000.0,11024.72,,,MARINA TERRACE,Unit,19-11-2009
159,,Commercial,Existing Properties,Al Thanyah Third,1-11-2004-2523,Sales,Sell,,,,,,,0,3162.91,6100000.0,1928.6,,,,Land,15-12-2004
160,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2008-201657,Sales,Sell,,Dubai Marina,Burj Al Arab,Mina Seyahi,Marina Mall,4 B/R,1,566.71,11065297.0,19525.5,,,Le Reve,Unit,07-04-2008
161,Office,Commercial,Off-Plan Properties,Business Bay,1-102-2007-17999,Sales,Sell - Pre registration,TAMANI ARTS OFFICES,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Office,1,29.2,1297421.0,44432.23,,,Tamani Arts Office,Unit,13-04-2009
162,Hotel Apartment,Hospitality ,Off-Plan Properties,Burj Khalifa,1-102-2013-10485,Sales,Sell - Pre registration,THE ADDRESS RESIDENCE FOUNTAIN VIEWS II,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,126.89,3758888.0,29623.2,,,Address Fountain Views Residences - Tower 2,Unit,12-11-2013
163,Flat,Residential,Existing Properties,Al Hebiah First,1-11-2015-17207,Sales,Sell,,Motor City,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,1 B/R,1,152.92,1070000.0,6997.12,,,FOX HILL 7,Unit,17-11-2015
164,Office,Commercial,Existing Properties,Al Thanyah Fifth,1-11-2015-17918,Sales,Sell,JUMEIRAH BUSINESS CENTRE1,Jumeirah Lakes Towers,Sports City Swimming Academy,Jumeirah Lakes Towers,Marina Mall,Office,1,95.44,900000.0,9430.01,,,JUMEIRAH BUSINESS CENTRE 1,Unit,07-12-2015
165,,Residential,Existing Properties,Al Hebiah Third,1-41-2016-5004,Sales,Delayed Sell,DAMAC HILLS- PELHAM ,DAMAC HILLS,Motor City,,,,0,296.94,2521950.0,8493.13,,,,Villa,27-10-2016
166,,Residential,Existing Properties,Al Yufrah 3,1-41-2017-1193,Sales,Delayed Sell,DAMAC HILLS (2) - MIMOSA ,DAMAC HILLS 2,Dubai Cycling Course,,,,0,112.24,999999.0,8909.47,,,,Land,07-03-2017
167,Flat,Residential,Existing Properties,Burj Khalifa,1-11-2019-7352,Sales,Sell,BURJ KHALIFA TOWERS,Burj Khalifa,Burj Khalifa,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,143.63,2650000.0,18450.18,,,Burj Khalifa,Unit,07-08-2019
168,Hotel Rooms,Hospitality ,Existing Properties,Business Bay,1-41-2019-4656,Sales,Delayed Sell,DAMAC TOWERS BY PARAMOUNT,Business Bay,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,Studio,1,44.48,1162512.0,26135.61,,,DAMAC TOWERS BY PARAMOUNT (C),Unit,27-11-2019
169,,Residential,Existing Properties,Al Hebiah Fifth,1-41-2022-583,Sales,Delayed Sell,DAMAC LAGOONS - SANTORINI (1),DAMAC Lagoons,,,,,0,144.0,1666000.0,11569.44,,,,Land,12-01-2022
170,Flat,Residential,Existing Properties,Al Kifaf,1-41-2024-10937,Sales,Delayed Sell,Park Gate Residences,Wasl 1,Burj Khalifa,Al Jafiliya Metro Station,Dubai Mall,3 B/R,1,200.24,4300000.0,21474.23,,,PARK GATE RESIDENCES 4,Unit,03-06-2024
171,,Residential,Existing Properties,Al Barsha South Fifth,1-110-2011-1325,Sales,Lease to Own Registration,,Jumeirah Village Triangle,Sports City Swimming Academy,Damac Properties,Marina Mall,,0,623.42,1487200.0,2385.55,,,,Villa,21-06-2011
172,Flat,Residential,Existing Properties,Al Warsan First,1-11-2009-201468,Sales,Sell,,International City Phase 1,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,Studio,0,43.0,250000.0,5813.95,,,Z-05,Unit,19-01-2009
173,,Residential,Existing Properties,Mirdif,1-11-2012-4266,Sales,Sell,,,Dubai International Airport,Rashidiya Metro Station,City Centre Mirdif,,0,924.57,4750000.0,5137.52,,,,Villa,14-03-2012
174,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2012-14292,Sales,Sell,,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,2 B/R,1,157.47,2300000.0,14605.96,,,AL Murjan,Unit,01-08-2012
175,Flat,Residential,Existing Properties,Al Warsan First,1-11-2013-34531,Sales,Sell,,International City Phase 1,,Rashidiya Metro Station,City Centre Mirdif,Studio,0,44.5,330000.0,7415.73,,,T-01,Unit,31-10-2013
176,Hotel Apartment,Hospitality ,Off-Plan Properties,Business Bay,1-102-2013-4331,Sales,Sell - Pre registration,BAY'S EDGE,Business Bay,Downtown Dubai,Business Bay Metro Station,Dubai Mall,Studio,1,41.62,739200.0,17760.69,,,BAYS EDGE,Unit,26-06-2013
177,Villa,Residential,Off-Plan Properties,Saih Shuaib 2,1-102-2013-3487,Sales,Sell - Pre registration,SAHARA MEADOWS1,,Al Makhtoum International Airport,,,3 B/R,0,211.1,1651934.0,7825.36,,,,Villa,29-05-2013
178,Flat,Residential,Existing Properties,Marsa Dubai,1-11-2020-1540,Sales,Sell,DAMAC HEIGHTS,Dubai Marina,Burj Al Arab,Marina Towers,Marina Mall,1 B/R,1,81.23,1050000.0,12926.26,,,DAMAC HEIGHTS,Unit,10-02-2020
179,Villa,Residential,Existing Properties,Me'Aisem First,1-41-2021-6908,Sales,Delayed Sell,Jumeirah Luxury,Jumeirah Golf Estates,,,,3 B/R,0,177.55,2425000.0,13658.12,,,,Villa,05-07-2021
180,Flat,Residential,Existing Properties,Palm Jumeirah,1-11-2022-7932,Sales,Sell,FAIRMONT PALM RESIDENCE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,PENTHOUSE,1,429.71,11250000.0,26180.45,,,THE RESIDENCES NORTH,Unit,14-04-2022
181,,Other,Existing Properties,Wadi Alshabak,2-14-2022-1233,Mortgages,Modify Mortgage,,,,,,,0,1115.05,2400000.0,2152.37,,,,Land,23-11-2022
182,Flat,Residential,Existing Properties,Palm Jumeirah,3-9-2023-4408,Gifts,Grant,MARINA RESIDENCE,Palm Jumeirah,Burj Al Arab,Palm Jumeirah,Marina Mall,2 B/R,1,86.86,1189269.0,13691.79,,,Marina Apartments 2,Unit,29-08-2023
183,Flat,Residential,Existing Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-11-2023-29688,Sales,Sell,Collective,DUBAI HILLS,Motor City,First Abu Dhabi Bank Metro Station,Mall of the Emirates,1 B/R,1,44.06,1050000.0,23831.14,,,Collective Tower 2,Unit,19-09-2023
184,Flat,Residential,Off-Plan Properties,Madinat Dubai Almelaheyah,1-102-2024-11119,Sales,Sell - Pre registration,Oceanz 3 By Danube ,Dubai Maritime City,,,,Studio,1,52.79,1294000.0,24512.22,,,Oceanz 3 By Danube,Unit,23-02-2024
185,,Commercial,Existing Properties,Al Muteena,2-13-1995-115,Mortgages,Mortgage Registration,,,Dubai International Airport,Salah Al Din Metro Station,Dubai Mall,,0,614.46,6306028.0,10262.72,,,,Building,05-10-1995
186,Flat,Residential,Existing Properties,Burj Khalifa,1-11-2013-8615,Sales,Sell,,Burj Khalifa,Downtown Dubai,Buj Khalifa Dubai Mall Metro Station,Dubai Mall,2 B/R,1,134.15,2200000.0,16399.55,,,South Ridge 5,Unit,19-03-2013
187,Flat,Residential,Existing Properties,Al Hebiah First,1-110-2014-1486,Sales,Lease to Own Registration,,Motor City,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,3 B/R,1,187.76,2021000.0,10763.74,,,BARTON HOUSE 2,Unit,23-07-2014
188,Flat,Residential,Off-Plan Properties,Me'Aisem First,1-102-2014-4281,Sales,Sell - Pre registration,CENTRIUM TOWER,International Media Production Zone,Sports City Swimming Academy,Damac Properties,Marina Mall,2 B/R,1,258.46,930000.0,3598.24,,,CENTRIUM TOWER 4,Unit,05-05-2014
189,Flat,Residential,Off-Plan Properties,Al Barsha South Fourth,2-107-2008-838,Mortgages,Lease to Own Registration Pre-Registration,SEASONS COMMUNITY- AUTUMN,Jumeirah Village Circle,Sports City Swimming Academy,Dubai Internet City,Marina Mall,1 B/R,1,70.7,346580.0,4902.12,346580.0,4902.12,AUTUMN 1,Unit,27-05-2009
190,Workshop,Industrial,Existing Properties,Jabal Ali First,2-13-2015-342,Mortgages,Mortgage Registration,J&G PLEXS,DMCC-EZ2,Sports City Swimming Academy,Harbour Tower,Marina Mall,,1,49.15,476145.0,9687.59,,,J & G  BUILDING 3,Unit,15-01-2015
191,Flat,Residential,Existing Properties,Al Barshaa South Third,1-11-2015-3638,Sales,Sell,LINCOLN PARK,Arjan,Motor City,Sharaf Dg Metro Station,Mall of the Emirates,Studio,1,44.81,578796.0,12916.67,,,Lincoln Park B,Unit,26-02-2015
192,Flat,Residential,Off-Plan Properties,Palm Jumeirah,1-102-2007-33480,Sales,Sell - Pre registration,GRANDEUR RESIDENCES,Palm Jumeirah,Burj Al Arab,Jumeirah Beach Resdency,Marina Mall,3 B/R,1,356.87,5120000.0,14346.96,,,GRANDUER RESIDENCES-MUGHAL,Unit,12-08-2009
193,Villa,Residential,Off-Plan Properties,Hadaeq Sheikh Mohammed Bin Rashid,1-102-2018-10884,Sales,Sell - Pre registration,Maple III,DUBAI HILLS - MAPLE 3,Global Village,First Abu Dhabi Bank Metro Station,Mall of the Emirates,3 B/R,0,194.4,2107888.0,10843.05,,,,Villa,02-08-2018
194,,Residential,Existing Properties,Al Yufrah 3,1-11-2021-7932,Sales,Sell,DAMAC HILLS (2) - PACIFICA ,DAMAC HILLS 2,Dubai Cycling Course,,,,0,420.42,1325000.0,3151.61,,,,Villa,17-05-2021
